hour,baseload,ev,fridge,hair_dryer,pc,pv,resistive,synchronous,washing_machine
0.0,1,0,1,0,0,0,0,0,0
0.013888888888888888,1,0,1,0,0,0,0,0,0
0.027777777777777776,1,0,1,0,0,0,0,0,0
0.041666666666666664,1,0,1,0,0,0,0,0,0
0.05555555555555555,1,0,1,0,0,0,0,0,0
0.06944444444444445,1,0,1,0,0,0,0,0,0
0.08333333333333333,1,0,0,0,0,0,0,0,0
0.09722222222222222,1,0,0,0,0,0,0,0,0
0.1111111111111111,1,0,0,0,0,0,0,0,0
0.125,1,0,0,0,0,0,0,0,0
0.1388888888888889,1,0,0,0,0,0,0,0,0
0.1527777777777778,1,0,0,0,0,0,0,0,0
0.16666666666666666,1,0,0,0,0,0,0,0,0
0.18055555555555555,1,0,0,0,0,0,0,0,0
0.19444444444444445,1,0,0,0,0,0,0,0,0
0.20833333333333334,1,0,0,0,0,0,0,0,0
0.2222222222222222,1,0,0,0,0,0,0,0,0
0.2361111111111111,1,0,0,0,0,0,0,0,0
0.25,1,0,0,0,0,0,0,0,0
0.2638888888888889,1,0,0,0,0,0,0,0,0
0.2777777777777778,1,0,0,0,0,0,0,0,0
0.2916666666666667,1,0,0,0,0,0,0,0,0
0.3055555555555556,1,0,0,0,0,0,0,0,0
0.3194444444444444,1,0,0,0,0,0,0,0,0
0.3333333333333333,1,0,0,0,0,0,0,0,0
0.3472222222222222,1,0,0,0,0,0,0,0,0
0.3611111111111111,1,0,0,0,0,0,0,0,0
0.375,1,0,0,0,0,0,0,0,0
0.3888888888888889,1,0,0,0,0,0,0,0,0
0.4027777777777778,1,0,0,0,0,0,0,0,0
0.4166666666666667,1,0,0,0,0,0,0,0,0
0.4305555555555556,1,0,0,0,0,0,0,0,0
0.4444444444444444,1,0,0,0,0,0,0,0,0
0.4583333333333333,1,0,0,0,0,0,0,0,0
0.4722222222222222,1,0,0,0,0,0,0,0,0
0.4861111111111111,1,0,0,0,0,0,0,0,0
0.5,1,0,0,0,0,0,0,0,0
0.5138888888888888,1,0,0,0,0,0,0,0,0
0.5277777777777778,1,0,0,0,0,0,0,0,0
0.5416666666666666,1,0,0,0,0,0,0,0,0
0.5555555555555556,1,0,0,0,0,0,0,0,0
0.5694444444444444,1,0,0,0,0,0,0,0,0
0.5833333333333334,1,0,0,0,0,0,0,0,0
0.5972222222222222,1,0,0,0,0,0,0,0,0
0.6111111111111112,1,0,0,0,0,0,0,0,0
0.625,1,0,0,0,0,0,0,0,0
0.6388888888888888,1,0,0,0,0,0,0,0,0
0.6527777777777778,1,0,0,0,0,0,0,0,0
0.6666666666666666,1,0,1,0,0,0,0,0,0
0.6805555555555556,1,0,1,0,0,0,0,0,0
0.6944444444444444,1,0,1,0,0,0,0,0,0
0.7083333333333334,1,0,1,0,0,0,0,0,0
0.7222222222222222,1,0,1,0,0,0,0,0,0
0.7361111111111112,1,0,1,0,0,0,0,0,0
0.75,1,0,1,0,0,0,0,0,0
0.7638888888888888,1,0,1,0,0,0,0,0,0
0.7777777777777778,1,0,1,0,0,0,0,0,0
0.7916666666666666,1,0,1,0,0,0,0,0,0
0.8055555555555556,1,0,1,0,0,0,0,0,0
0.8194444444444444,1,0,1,0,0,0,0,0,0
0.8333333333333334,1,0,1,0,0,0,0,0,0
0.8472222222222222,1,0,1,0,0,0,0,0,0
0.8611111111111112,1,0,1,0,0,0,0,0,0
0.875,1,0,0,0,0,0,0,0,0
0.8888888888888888,1,0,0,0,0,0,0,0,0
0.9027777777777778,1,0,0,0,0,0,0,0,0
0.9166666666666666,1,0,0,0,0,0,0,0,0
0.9305555555555556,1,0,0,0,0,0,0,0,0
0.9444444444444444,1,0,0,0,0,0,0,0,0
0.9583333333333334,1,0,0,0,0,0,0,0,0
0.9722222222222222,1,0,0,0,0,0,0,0,0
0.9861111111111112,1,0,0,0,0,0,0,0,0
1.0,1,0,0,0,0,0,0,0,0
1.0138888888888888,1,0,0,0,0,0,0,0,0
1.0277777777777777,1,0,0,0,0,0,0,0,0
1.0416666666666667,1,0,0,0,0,0,0,0,0
1.0555555555555556,1,0,0,0,0,0,0,0,0
1.0694444444444444,1,0,0,0,0,0,0,0,0
1.0833333333333333,1,0,0,0,0,0,0,0,0
1.0972222222222223,1,0,0,0,0,0,0,0,0
1.1111111111111112,1,0,0,0,0,0,0,0,0
1.125,1,0,0,0,0,0,0,0,0
1.1388888888888888,1,0,0,0,0,0,0,0,0
1.1527777777777777,1,0,0,0,0,0,0,0,0
1.1666666666666667,1,0,0,0,0,0,0,0,0
1.1805555555555556,1,0,0,0,0,0,0,0,0
1.1944444444444444,1,0,0,0,0,0,0,0,0
1.2083333333333333,1,0,0,0,0,0,0,0,0
1.2222222222222223,1,0,0,0,0,0,0,0,0
1.2361111111111112,1,0,0,0,0,0,0,0,0
1.25,1,0,0,0,0,0,0,0,0
1.2638888888888888,1,0,0,0,0,0,0,0,0
1.2777777777777777,1,0,0,0,0,0,0,0,0
1.2916666666666667,1,0,1,0,0,0,0,0,0
1.3055555555555556,1,0,1,0,0,0,0,0,0
1.3194444444444444,1,0,1,0,0,0,0,0,0
1.3333333333333333,1,0,1,0,0,0,0,0,0
1.3472222222222223,1,0,1,0,0,0,0,0,0
1.3611111111111112,1,0,1,0,0,0,0,0,0
1.375,1,0,1,0,0,0,0,0,0
1.3888888888888888,1,0,1,0,0,0,0,0,0
1.4027777777777777,1,0,1,0,0,0,0,0,0
1.4166666666666667,1,0,1,0,0,0,0,0,0
1.4305555555555556,1,0,1,0,0,0,0,0,0
1.4444444444444444,1,0,1,0,0,0,0,0,0
1.4583333333333333,1,0,1,0,0,0,0,0,0
1.4722222222222223,1,0,1,0,0,0,0,0,0
1.4861111111111112,1,0,1,0,0,0,0,0,0
1.5,1,0,0,0,0,0,0,0,0
1.5138888888888888,1,0,0,0,0,0,0,0,0
1.5277777777777777,1,0,0,0,0,0,0,0,0
1.5416666666666667,1,0,0,0,0,0,0,0,0
1.5555555555555556,1,0,0,0,0,0,0,0,0
1.5694444444444444,1,0,0,0,0,0,0,0,0
1.5833333333333333,1,0,0,0,0,0,0,0,0
1.5972222222222223,1,0,0,0,0,0,0,0,0
1.6111111111111112,1,0,0,0,0,0,0,0,0
1.625,1,0,0,0,0,0,0,0,0
1.6388888888888888,1,0,0,0,0,0,0,0,0
1.6527777777777777,1,0,0,0,0,0,0,0,0
1.6666666666666667,1,0,0,0,0,0,0,0,0
1.6805555555555556,1,0,0,0,0,0,0,0,0
1.6944444444444444,1,0,0,0,0,0,0,0,0
1.7083333333333333,1,0,0,0,0,0,0,0,0
1.7222222222222223,1,0,0,0,0,0,0,0,0
1.7361111111111112,1,0,0,0,0,0,0,0,0
1.75,1,0,0,0,0,0,0,0,0
1.7638888888888888,1,0,0,0,0,0,0,0,0
1.7777777777777777,1,0,0,0,0,0,0,0,0
1.7916666666666667,1,0,0,0,0,0,0,0,0
1.8055555555555556,1,0,0,0,0,0,0,0,0
1.8194444444444444,1,0,0,0,0,0,0,0,0
1.8333333333333333,1,0,0,0,0,0,0,0,0
1.8472222222222223,1,0,0,0,0,0,0,0,0
1.8611111111111112,1,0,0,0,0,0,0,0,0
1.875,1,0,0,0,0,0,0,0,0
1.8888888888888888,1,0,1,0,0,0,0,0,0
1.9027777777777777,1,0,1,0,0,0,0,0,0
1.9166666666666667,1,0,1,0,0,0,0,0,0
1.9305555555555556,1,0,1,0,0,0,0,0,0
1.9444444444444444,1,0,1,0,0,0,0,0,0
1.9583333333333333,1,0,1,0,0,0,0,0,0
1.9722222222222223,1,0,1,0,0,0,0,0,0
1.9861111111111112,1,0,1,0,0,0,0,0,0
2.0,1,0,1,0,0,0,0,0,0
2.013888888888889,1,0,1,0,0,0,0,0,0
2.0277777777777777,1,0,1,0,0,0,0,0,0
2.0416666666666665,1,0,1,0,0,0,0,0,0
2.0555555555555554,1,0,1,0,0,0,0,0,0
2.0694444444444446,1,0,0,0,0,0,0,0,0
2.0833333333333335,1,0,0,0,0,0,0,0,0
2.0972222222222223,1,0,0,0,0,0,0,0,0
2.111111111111111,1,0,0,0,0,0,0,0,0
2.125,1,0,0,0,0,0,0,0,0
2.138888888888889,1,0,0,0,0,0,0,0,0
2.1527777777777777,1,0,0,0,0,0,0,0,0
2.1666666666666665,1,0,0,0,0,0,0,0,0
2.1805555555555554,1,0,0,0,0,0,0,0,0
2.1944444444444446,1,0,0,0,0,0,0,0,0
2.2083333333333335,1,0,0,0,0,0,0,0,0
2.2222222222222223,1,0,0,0,0,0,0,0,0
2.236111111111111,1,0,0,0,0,0,0,0,0
2.25,1,0,0,0,0,0,0,0,0
2.263888888888889,1,0,0,0,0,0,0,0,0
2.2777777777777777,1,0,0,0,0,0,0,0,0
2.2916666666666665,1,0,0,0,0,0,0,0,0
2.3055555555555554,1,0,0,0,0,0,0,0,0
2.3194444444444446,1,0,0,0,0,0,0,0,0
2.3333333333333335,1,0,0,0,0,0,0,0,0
2.3472222222222223,1,0,0,0,0,0,0,0,0
2.361111111111111,1,0,0,0,0,0,0,0,0
2.375,1,0,0,0,0,0,0,0,0
2.388888888888889,1,0,0,0,0,0,0,0,0
2.4027777777777777,1,0,0,0,0,0,0,0,0
2.4166666666666665,1,0,0,0,0,0,0,0,0
2.4305555555555554,1,0,0,0,0,0,0,0,0
